FullSibshipIndex,Prob(Inc.),Prob(Exc.),Member1,Member2,Member3,Member4,Member5,Member6,Member7,Member8,Member9,Member10,Member11,Member12,Member13,Member14,Member15,Member16,Member17,Member18
319,1,0.0964,21a_40_04_Plate1_G7,,,,,,,,,,,,,,,,,
320,1,0.0964,21a_36_01_Plate1_F6,,,,,,,,,,,,,,,,,
321,1,0.0964,21a_32_03_Plate1_F5,,,,,,,,,,,,,,,,,
322,1,0.0964,21a_28_01_Plate1_A4,,,,,,,,,,,,,,,,,
323,0.9355,0.0903,22a_36_02_Plate2_H9,22a_40_01_Plate5_C7,,,,,,,,,,,,,,,,
324,0.3298,0.0318,22a_32_04_Plate4_G10,22a_40_04_Plate5_F6,,,,,,,,,,,,,,,,
325,1,0.0964,22a_32_05_Plate5_G8,,,,,,,,,,,,,,,,,
326,0.8417,0.0813,22a_36_01_Plate6_G5,22a_28_01_Plate1_B9,,,,,,,,,,,,,,,,
327,1,0.0964,22a_24_01_Plate3_G3,,,,,,,,,,,,,,,,,
328,1,0.0964,22a_24_07_Plate4_F9,,,,,,,,,,,,,,,,,
329,1,0.0964,22a_40_02_Plate6_F8,,,,,,,,,,,,,,,,,
330,1,0.0964,22a_36_03_Plate5_E9,,,,,,,,,,,,,,,,,
331,0.9315,0.0899,22a_32_01_Plate3_E6,22a_28_03_Plate4_C8,,,,,,,,,,,,,,,,
332,1,0.0964,22a_28_05_Plate2_E1,,,,,,,,,,,,,,,,,
333,1,0.0964,22a_24_05_Plate4_D12,,,,,,,,,,,,,,,,,
334,0.9999,0.0966,22a_24_03_Plate6_D2,22a_24_04_Plate4_A9,,,,,,,,,,,,,,,,
335,1,0.0964,22a_24_06_Plate4_C10,,,,,,,,,,,,,,,,,
336,1,0.0964,22a_32_02_Plate3_C10,,,,,,,,,,,,,,,,,
337,1,0.0964,22a_36_04_Plate5_B8,,,,,,,,,,,,,,,,,
338,1,0.0964,22a_24_02_Plate2_A8,,,,,,,,,,,,,,,,,
339,1,0.0964,22a_40_03_Plate1_A12,,,,,,,,,,,,,,,,,
340,1,0.0964,22a_36_05_Plate1_E11,,,,,,,,,,,,,,,,,
341,1,0.0964,22a_32_03_Plate1_A10,,,,,,,,,,,,,,,,,
342,1,0.0963,23a_28_03_Plate7_H9,,,,,,,,,,,,,,,,,
343,1,0.0963,23a_40_04_Plate7_G9,,,,,,,,,,,,,,,,,
344,1,0.0963,23a_20_05_Plate6_G7,,,,,,,,,,,,,,,,,
345,0.6687,0.0645,23a_24_03_Plate5_G3,23a_36_03_Plate1_A5,,,,,,,,,,,,,,,,
346,0.9837,0.095,23a_40_01_Plate6_F12,23a_36_04_Plate5_A12,23a_28_01_Plate1_H3,,,,,,,,,,,,,,,
347,1,0.0963,23a_24_02_Plate5_F10,,,,,,,,,,,,,,,,,
348,1,0.0963,23a_36_01_Plate3_F9,,,,,,,,,,,,,,,,,
349,1,0.0963,23a_32_01_Plate5_F4,,,,,,,,,,,,,,,,,
350,0.8136,0.0784,23a_36_02_Plate3_F3,23a_40_02_Plate3_C2,,,,,,,,,,,,,,,,
351,1,0.0963,23a_20_03_Plate3_F2,,,,,,,,,,,,,,,,,
352,1,0.0963,23a_24_04_Plate7_E11,,,,,,,,,,,,,,,,,
353,1,0.0963,23a_20_01_Plate3_D12,,,,,,,,,,,,,,,,,
354,1,0.0963,23a_32_03_Plate5_D9,,,,,,,,,,,,,,,,,
355,1,0.0963,23a_32_04_Plate6_C10,,,,,,,,,,,,,,,,,
356,1,0.0963,23a_24_01_Plate6_B8,,,,,,,,,,,,,,,,,
357,1,0.0963,23a_28_02_Plate4_B2,,,,,,,,,,,,,,,,,
358,1,0.0963,23a_40_03_Plate6_A11,,,,,,,,,,,,,,,,,
359,1,0.0963,23a_28_04_Plate4_A8,,,,,,,,,,,,,,,,,
360,1,0.0963,23a_20_04_Plate3_A5,,,,,,,,,,,,,,,,,
361,1,0.0963,23a_20_02_Plate2_A1,,,,,,,,,,,,,,,,,
362,1,0.0963,23a_32_02_Plate1_G4,,,,,,,,,,,,,,,,,
363,1,0.0964,25b_24_04_Plate3_H11,,,,,,,,,,,,,,,,,
364,1,0.0964,25b_36_04_Plate3_H10,,,,,,,,,,,,,,,,,
365,0.9941,0.096,25b_40_01_Plate3_H2,25b_40_04_Plate1_B11,,,,,,,,,,,,,,,,
366,1,0.0964,25b_32_04_Plate7_F6,,,,,,,,,,,,,,,,,
367,1,0.0964,25b_20_01_Plate6_F4,,,,,,,,,,,,,,,,,
368,1,0.0964,25b_40_03_Plate2_F4,,,,,,,,,,,,,,,,,
369,1,0.0964,25b_28_02_Plate5_E11,,,,,,,,,,,,,,,,,
370,1,0.0964,25b_32_02_Plate3_E10,,,,,,,,,,,,,,,,,
371,1,0.0964,25b_24_03_Plate2_E10,,,,,,,,,,,,,,,,,
372,1,0.0964,25b_36_02_Plate4_E9,,,,,,,,,,,,,,,,,
373,1,0.0964,25b_20_03_Plate7_E7,,,,,,,,,,,,,,,,,
374,1,0.0964,25b_28_04_Plate7_E5,,,,,,,,,,,,,,,,,
375,1,0.0964,25b_24_02_Plate5_E1,,,,,,,,,,,,,,,,,
376,1,0.0964,25b_24_01_Plate6_D10,,,,,,,,,,,,,,,,,
377,1,0.0964,25b_36_03_Plate4_D8,,,,,,,,,,,,,,,,,
378,1,0.0964,25b_20_04_Plate7_C11,,,,,,,,,,,,,,,,,
379,0.924,0.0892,25b_28_01_Plate4_C11,25b_20_02_Plate1_H7,,,,,,,,,,,,,,,,
380,1,0.0964,25b_40_02_Plate4_B1,,,,,,,,,,,,,,,,,
381,1,0.0964,25b_32_03_Plate5_A3,,,,,,,,,,,,,,,,,
382,1,0.0964,25b_36_01_Plate1_H10,,,,,,,,,,,,,,,,,
383,1,0.0964,25b_32_01_Plate1_D9,,,,,,,,,,,,,,,,,
384,1,0.0964,25b_28_03_Plate1_E8,,,,,,,,,,,,,,,,,
385,1,0.0961,26a_36_01_Plate4_H9,,,,,,,,,,,,,,,,,
386,0.5346,0.0515,26a_20_07_Plate2_H6,26a_20_04_Plate6_E7,,,,,,,,,,,,,,,,
387,0.6072,0.0584,26a_40_01_Plate5_H1,26a_28_03_Plate4_F7,,,,,,,,,,,,,,,,
388,1,0.0961,26a_28_01_Plate3_H1,,,,,,,,,,,,,,,,,
389,1,0.0961,26a_36_02_Plate3_F7,,,,,,,,,,,,,,,,,
390,1,0.0961,26a_20_02_Plate2_F5,,,,,,,,,,,,,,,,,
391,1,0.0961,26a_32_02_Plate6_F3,,,,,,,,,,,,,,,,,
392,1,0.0961,26a_40_04_Plate3_E12,,,,,,,,,,,,,,,,,
393,1,0.0961,26a_20_03_Plate7_E9,,,,,,,,,,,,,,,,,
394,1,0.0961,26a_28_05_Plate5_E4,,,,,,,,,,,,,,,,,
395,1,0.0961,26a_36_04_Plate5_D11,,,,,,,,,,,,,,,,,
396,1,0.0961,26a_28_04_Plate6_D7,,,,,,,,,,,,,,,,,
397,0.5618,0.0541,26a_20_05_Plate7_D3,26a_20_06_Plate1_F4,,,,,,,,,,,,,,,,
398,1,0.0961,26a_36_05_Plate2_D2,,,,,,,,,,,,,,,,,
399,1,0.0961,26a_32_03_Plate6_C4,,,,,,,,,,,,,,,,,
400,1,0.0961,26a_40_03_Plate7_B3,,,,,,,,,,,,,,,,,
401,1,0.0961,26a_36_03_Plate2_B3,,,,,,,,,,,,,,,,,
402,1,0.0961,26a_32_04_Plate5_A10,,,,,,,,,,,,,,,,,
403,1,0.0961,26a_32_05_Plate6_A5,,,,,,,,,,,,,,,,,
404,1,0.0961,26a_40_02_Plate1_H4,,,,,,,,,,,,,,,,,
405,1,0.0961,26a_32_01_Plate1_H2,,,,,,,,,,,,,,,,,
406,1,0.0961,26a_28_02_Plate1_F1,,,,,,,,,,,,,,,,,
407,1,0.0961,26a_20_01_Plate1_B12,,,,,,,,,,,,,,,,,
408,1,0.0963,28a_36_02_Plate5_H11,,,,,,,,,,,,,,,,,
409,1,0.0963,28a_28_01_Plate7_H5,,,,,,,,,,,,,,,,,
410,1,0.0963,28a_20_04_Plate2_H3,,,,,,,,,,,,,,,,,
411,1,0.0963,28a_32_04_Plate4_G8,,,,,,,,,,,,,,,,,
412,0.9015,0.0869,28a_40_02_Plate2_G8,28a_36_03_Plate7_C2,,,,,,,,,,,,,,,,
413,1,0.0963,28a_28_03_Plate3_G6,,,,,,,,,,,,,,,,,
414,1,0.0963,28a_36_01_Plate4_F10,,,,,,,,,,,,,,,,,
415,0.9982,0.0962,28a_20_03_Plate4_F6,28a_40_01_Plate2_A10,,,,,,,,,,,,,,,,
416,1,0.0963,28a_20_02_Plate4_E7,,,,,,,,,,,,,,,,,
417,1,0.0963,28a_24_01_Plate5_D6,,,,,,,,,,,,,,,,,
418,1,0.0963,28a_32_01_Plate5_D2,,,,,,,,,,,,,,,,,
419,1,0.0963,28a_28_02_Plate3_D2,,,,,,,,,,,,,,,,,
420,1,0.0963,28a_20_05_Plate2_D1,,,,,,,,,,,,,,,,,
421,1,0.0963,28a_40_04_Plate4_B9,,,,,,,,,,,,,,,,,
422,1,0.0963,28a_36_04_Plate7_B7,,,,,,,,,,,,,,,,,
423,1,0.0963,28a_28_04_Plate5_B7,,,,,,,,,,,,,,,,,
424,1,0.0963,28a_20_01_Plate7_B6,,,,,,,,,,,,,,,,,
425,1,0.0963,28a_32_02_Plate4_B4,,,,,,,,,,,,,,,,,
426,1,0.0963,28a_24_02_Plate3_A10,,,,,,,,,,,,,,,,,
427,1,0.0963,28a_24_04_Plate4_A5,,,,,,,,,,,,,,,,,
428,1,0.0963,28a_40_03_Plate4_A1,,,,,,,,,,,,,,,,,
429,1,0.0963,28a_32_03_Plate1_C8,,,,,,,,,,,,,,,,,
430,1,0.0963,28a_24_03_Plate1_C6,,,,,,,,,,,,,,,,,
431,1,0.0964,29b_36_03_Plate7_H12,,,,,,,,,,,,,,,,,
432,1,0.0964,29b_24_01_Plate7_H11,,,,,,,,,,,,,,,,,
433,1,0.0964,29b_20_05_Plate7_H3,,,,,,,,,,,,,,,,,
434,1,0.0964,29b_24_02_Plate4_H3,,,,,,,,,,,,,,,,,
435,1,0.0964,29b_28_01_Plate7_G7,,,,,,,,,,,,,,,,,
436,1,0.0964,29b_24_03_Plate6_G1,,,,,,,,,,,,,,,,,
437,1,0.0964,29b_32_01_Plate4_F12,,,,,,,,,,,,,,,,,
438,1,0.0964,29b_28_02_Plate7_F11,,,,,,,,,,,,,,,,,
439,0.8909,0.086,29b_28_03_Plate7_F2,29b_20_01_Plate7_E8,,,,,,,,,,,,,,,,
440,1,0.0964,29b_36_04_Plate5_F2,,,,,,,,,,,,,,,,,
441,0.9038,0.0873,29b_40_03_Plate2_E3,29b_28_04_Plate6_C11,,,,,,,,,,,,,,,,
442,0.9841,0.095,29b_20_04_Plate2_E2,29b_36_02_Plate1_G2,,,,,,,,,,,,,,,,
443,0.9419,0.0909,29b_36_01_Plate3_D7,29b_40_01_Plate1_A3,,,,,,,,,,,,,,,,
444,1,0.0964,29b_32_03_Plate6_C12,,,,,,,,,,,,,,,,,
445,0.4518,0.0436,29b_40_02_Plate4_C1,29b_40_04_Plate4_A4,,,,,,,,,,,,,,,,
446,1,0.0964,29b_20_02_Plate3_B9,,,,,,,,,,,,,,,,,
447,1,0.0964,29b_32_02_Plate1_G1,,,,,,,,,,,,,,,,,
448,1,0.0964,29b_24_04_Plate1_F12,,,,,,,,,,,,,,,,,
449,1,0.0964,29b_20_03_Plate1_G11,,,,,,,,,,,,,,,,,
450,0.9932,0.0958,30a_20_05_Plate7_H10,30a_28_04_Plate7_A10,,,,,,,,,,,,,,,,
451,1,0.0963,30a_32_01_Plate3_H9,,,,,,,,,,,,,,,,,
452,1,0.0963,30a_40_01_Plate4_H2,,,,,,,,,,,,,,,,,
453,1,0.0963,30a_24_03_Plate2_H2,,,,,,,,,,,,,,,,,
454,1,0.0963,30a_24_01_Plate2_G12,,,,,,,,,,,,,,,,,
455,0.7999,0.0771,30a_28_03_Plate6_G11,30a_36_01_Plate5_A2,,,,,,,,,,,,,,,,
456,1,0.0963,30a_32_02_Plate3_F12,,,,,,,,,,,,,,,,,
457,0.9291,0.0896,30a_36_04_Plate7_F9,30a_20_02_Plate2_A4,,,,,,,,,,,,,,,,
458,1,0.0963,30a_40_02_Plate7_F8,,,,,,,,,,,,,,,,,
459,1,0.0963,30a_24_04_Plate2_F8,,,,,,,,,,,,,,,,,
460,1,0.0963,30a_36_02_Plate7_D6,,,,,,,,,,,,,,,,,
461,1,0.0963,30a_28_02_Plate6_D3,,,,,,,,,,,,,,,,,
462,1,0.0963,30a_36_05_Plate2_C9,,,,,,,,,,,,,,,,,
463,1,0.0963,30a_36_03_Plate4_C6,,,,,,,,,,,,,,,,,
464,1,0.0963,30a_32_03_Plate5_C2,,,,,,,,,,,,,,,,,
465,1,0.0963,30a_20_01_Plate4_B11,,,,,,,,,,,,,,,,,
466,1,0.0963,30a_40_04_Plate3_B7,,,,,,,,,,,,,,,,,
467,1,0.0963,30a_20_03_Plate7_A6,,,,,,,,,,,,,,,,,
468,1,0.0963,30a_20_04_Plate5_A4,,,,,,,,,,,,,,,,,
469,1,0.0963,30a_32_04_Plate1_C7,,,,,,,,,,,,,,,,,
470,1,0.0963,30a_28_01_Plate1_D6,,,,,,,,,,,,,,,,,
471,1,0.0963,30a_24_02_Plate1_G5,,,,,,,,,,,,,,,,,
472,1,0.0964,31a_24_03_Plate7_H8,,,,,,,,,,,,,,,,,
473,1,0.0964,31a_28_04_Plate6_H6,,,,,,,,,,,,,,,,,
474,1,0.0964,31a_28_02_Plate3_H3,,,,,,,,,,,,,,,,,
475,1,0.0964,31a_24_02_Plate2_H2,,,,,,,,,,,,,,,,,
476,1,0.0964,31a_20_05_Plate4_G11,,,,,,,,,,,,,,,,,
477,1,0.0964,31a_20_04_Plate4_G2,,,,,,,,,,,,,,,,,
478,0.8842,0.0854,31a_40_02_Plate7_F7,31a_28_03_Plate1_H12,,,,,,,,,,,,,,,,
479,1,0.0964,31a_28_05_Plate7_F3,,,,,,,,,,,,,,,,,
480,1,0.0964,31a_36_03_Plate2_F3,,,,,,,,,,,,,,,,,
481,1,0.0964,31a_36_02_Plate4_E3,,,,,,,,,,,,,,,,,
482,1,0.0964,31a_40_01_Plate3_D8,,,,,,,,,,,,,,,,,
483,1,0.0964,31a_36_05_Plate6_D6,,,,,,,,,,,,,,,,,
484,0.2111,0.0204,31a_40_03_Plate3_D6,31a_40_04_Plate2_B2,,,,,,,,,,,,,,,,
485,1,0.0964,31a_28_01_Plate5_C6,,,,,,,,,,,,,,,,,
486,1,0.0964,31a_20_03_Plate5_C4,,,,,,,,,,,,,,,,,
487,1,0.0964,31a_20_02_Plate5_C1,,,,,,,,,,,,,,,,,
488,1,0.0964,31a_36_04_Plate6_B7,,,,,,,,,,,,,,,,,
489,1,0.0964,31a_24_01_Plate3_B3,,,,,,,,,,,,,,,,,
490,1,0.0964,31a_24_05_Plate6_A4,,,,,,,,,,,,,,,,,
491,1,0.0964,31a_36_01_Plate1_A1,,,,,,,,,,,,,,,,,
492,1,0.0964,31a_24_04_Plate1_F11,,,,,,,,,,,,,,,,,
493,1,0.0964,31a_20_01_Plate1_B10,,,,,,,,,,,,,,,,,
494,1,0.0963,32a_36_02_Plate5_H12,,,,,,,,,,,,,,,,,
495,0.9136,0.0881,32a_32_05_Plate3_H5,32a_28_04_Plate3_F1,,,,,,,,,,,,,,,,
496,1,0.0963,32a_32_04_Plate6_G12,,,,,,,,,,,,,,,,,
497,1,0.0963,32a_40_08_Plate2_G5,,,,,,,,,,,,,,,,,
498,1,0.0963,32a_32_03_Plate2_G4,,,,,,,,,,,,,,,,,
499,0.998,0.0962,32a_32_02_Plate2_G2,32a_40_07_Plate1_H6,,,,,,,,,,,,,,,,
500,1,0.0963,32a_32_07_Plate6_F10,,,,,,,,,,,,,,,,,
501,1,0.0963,32a_28_07_Plate3_F8,,,,,,,,,,,,,,,,,
502,1,0.0963,32a_40_04_Plate3_F6,,,,,,,,,,,,,,,,,
503,1,0.0963,32a_28_05_Plate7_F4,,,,,,,,,,,,,,,,,
504,0.8799,0.0848,32a_36_01_Plate2_F2,32a_32_06_Plate3_C7,,,,,,,,,,,,,,,,
505,1,0.0963,32a_28_02_Plate5_E12,,,,,,,,,,,,,,,,,
506,1,0.0963,32a_40_05_Plate2_D7,,,,,,,,,,,,,,,,,
507,1,0.0963,32a_28_06_Plate3_C9,,,,,,,,,,,,,,,,,
508,1,0.0963,32a_40_01_Plate3_C6,,,,,,,,,,,,,,,,,
509,1,0.0963,32a_40_02_Plate7_B5,,,,,,,,,,,,,,,,,
510,1,0.0963,32a_28_01_Plate6_B5,,,,,,,,,,,,,,,,,
511,1,0.0963,32a_40_03_Plate3_B5,,,,,,,,,,,,,,,,,
512,1,0.0963,32a_40_06_Plate7_A9,,,,,,,,,,,,,,,,,
513,1,0.0963,32a_32_01_Plate1_B4,,,,,,,,,,,,,,,,,
514,1,0.0963,32a_28_08_Plate1_B5,,,,,,,,,,,,,,,,,
515,1,0.0963,32a_28_03_Plate1_B3,,,,,,,,,,,,,,,,,
516,1,0.0963,34b_40_03_Plate6_G10,,,,,,,,,,,,,,,,,
517,1,0.0963,34b_20_04_Plate5_G9,,,,,,,,,,,,,,,,,
518,1,0.0963,34b_28_01_Plate7_G6,,,,,,,,,,,,,,,,,
519,1,0.0963,34b_20_02_Plate2_G3,,,,,,,,,,,,,,,,,
520,1,0.0963,34b_20_05_Plate4_G1,,,,,,,,,,,,,,,,,
521,1,0.0963,34b_36_02_Plate2_F1,,,,,,,,,,,,,,,,,
522,1,0.0963,34b_36_01_Plate7_E12,,,,,,,,,,,,,,,,,
523,1,0.0963,34b_28_05_Plate5_E6,,,,,,,,,,,,,,,,,
524,1,0.0963,34b_32_05_Plate7_D10,,,,,,,,,,,,,,,,,
525,1,0.0963,34b_32_03_Plate7_D5,,,,,,,,,,,,,,,,,
526,1,0.0963,34b_28_04_Plate4_D5,,,,,,,,,,,,,,,,,
527,1,0.0963,34b_36_03_Plate7_C10,,,,,,,,,,,,,,,,,
528,1,0.0963,34b_20_06_Plate2_C7,,,,,,,,,,,,,,,,,
529,1,0.0963,34b_36_05_Plate6_C6,,,,,,,,,,,,,,,,,
530,1,0.0963,34b_28_02_Plate7_C5,,,,,,,,,,,,,,,,,
531,1,0.0963,34b_40_02_Plate4_C3,,,,,,,,,,,,,,,,,
532,0.9948,0.0959,34b_20_03_Plate7_C1,34b_32_01_Plate4_B7,,,,,,,,,,,,,,,,
533,1,0.0963,34b_28_03_Plate2_B8,,,,,,,,,,,,,,,,,
534,0.8534,0.0823,34b_32_04_Plate4_B6,34b_20_01_Plate2_A7,,,,,,,,,,,,,,,,
535,1,0.0963,34b_40_01_Plate6_B3,,,,,,,,,,,,,,,,,
536,1,0.0963,34b_36_04_Plate5_A7,,,,,,,,,,,,,,,,,
537,1,0.0963,34b_40_04_Plate1_D11,,,,,,,,,,,,,,,,,
538,1,0.0963,34b_32_02_Plate1_H9,,,,,,,,,,,,,,,,,
